id,subject,body,label
1027,Premio garantizado,Has sido seleccionado para recibir un premio en efectivo.,SPAM
1028,Dinero rápido,Accede a tu cuenta y reclama tu premio ahora.,SPAM
1029,Horario de clases,Se adjunta comprobante de pago realizado.,HAM
1030,Horario de clases,Le recordamos su cita médica programada.,HAM
1031,Hazte rico,Inversión segura con retorno garantizado.,SPAM
1032,Increíble inversión,Multiplica tu dinero con esta increíble inversión.,SPAM
1033,Recordatorio de pago,El horario de las clases ha sido actualizado.,HAM
1034,Horario de clases,Adjunto encontrará la agenda de la reunión semanal.,HAM
1035,Premio garantizado,Accede a tu cuenta y reclama tu premio ahora.,SPAM
1036,Trabajo desde casa,Inversión segura con retorno garantizado.,SPAM
1037,Reunión programada,La entrega de su pedido ha sido confirmada.,HAM
1038,Trabajo desde casa,Has sido seleccionado para recibir un premio en efectivo.,SPAM
1039,Reunión programada,Le recordamos su cita médica programada.,HAM
1040,Hazte rico,Trabaja desde casa y gana $500 diarios.,SPAM
1041,Actualización del proyecto,Gracias por asistir a la capacitación.,HAM
1042,Tu cuenta fue seleccionada,Accede a tu cuenta y reclama tu premio ahora.,SPAM
1043,Hazte rico,Inversión segura con retorno garantizado.,SPAM
1044,Tu cuenta fue seleccionada,Has sido seleccionado para recibir un premio en efectivo.,SPAM
1045,Agenda de trabajo,Le recordamos su cita médica programada.,HAM
1046,Oferta exclusiva,Inversión segura con retorno garantizado.,SPAM
1047,Hazte rico,Compra ahora y recibe un regalo especial.,SPAM
1048,Factura disponible,Adjunto encontrará la agenda de la reunión semanal.,HAM
1049,Descuento limitado,Gana un iPhone gratis haciendo clic aquí.,SPAM
1050,Consigue seguidores,Compra ahora y recibe un regalo especial.,SPAM
1051,Compra ahora,Haz clic aquí para reclamar tu recompensa.,SPAM
1052,Increíble inversión,Gana un iPhone gratis haciendo clic aquí.,SPAM
1053,Consigue seguidores,Gana un iPhone gratis haciendo clic aquí.,SPAM
1054,Dinero rápido,Accede a tu cuenta y reclama tu premio ahora.,SPAM
1055,Actualización del proyecto,Gracias por asistir a la capacitación.,HAM
1056,Descuento limitado,Has sido seleccionado para recibir un premio en efectivo.,SPAM
1057,Cita médica,Le recordamos su cita médica programada.,HAM
1058,Horario de clases,Le recordamos su cita médica programada.,HAM
1059,Oferta exclusiva,Accede a tu cuenta y reclama tu premio ahora.,SPAM
1060,Agenda de trabajo,Nos vemos mañana en el evento de networking.,HAM
1061,Dinero rápido,Consigue miles de seguidores en minutos.,SPAM
1062,Resultados del examen,Actualización del estado del proyecto adjunta.,HAM
1063,Descuento limitado,Accede a tu cuenta y reclama tu premio ahora.,SPAM
1064,Dinero rápido,Obtén descuentos de hasta el 80% solo hoy.,SPAM
1065,Recordatorio de pago,El horario de las clases ha sido actualizado.,HAM
1066,Factura disponible,Su factura ya está disponible para su revisión.,HAM
1067,Premio garantizado,Trabaja desde casa y gana $500 diarios.,SPAM
1068,Actualización del proyecto,Su factura ya está disponible para su revisión.,HAM
1069,Dinero rápido,Inversión segura con retorno garantizado.,SPAM
1070,Compra ahora,Compra ahora y recibe un regalo especial.,SPAM
1071,Invitación al evento,Su factura ya está disponible para su revisión.,HAM
1072,Oferta exclusiva,Gana un iPhone gratis haciendo clic aquí.,SPAM
1073,Trabajo desde casa,Has sido seleccionado para recibir un premio en efectivo.,SPAM
1074,Invitación al evento,El horario de las clases ha sido actualizado.,HAM
1075,Actualización del proyecto,Le recordamos su cita médica programada.,HAM
1076,Resultados del examen,El horario de las clases ha sido actualizado.,HAM
1077,Increíble inversión,Accede a tu cuenta y reclama tu premio ahora.,SPAM
1078,Trabajo desde casa,Obtén descuentos de hasta el 80% solo hoy.,SPAM
1079,Hazte rico,Accede a tu cuenta y reclama tu premio ahora.,SPAM
1080,Cita médica,Aquí están los resultados de su último examen.,HAM
1081,Cita médica,Adjunto encontrará la agenda de la reunión semanal.,HAM
1082,Actualización del proyecto,Aquí están los resultados de su último examen.,HAM
1083,Tu cuenta fue seleccionada,Consigue miles de seguidores en minutos.,SPAM
1084,Compra ahora,Gana un iPhone gratis haciendo clic aquí.,SPAM
1085,Reunión programada,La entrega de su pedido ha sido confirmada.,HAM
1086,Dinero rápido,Has sido seleccionado para recibir un premio en efectivo.,SPAM
1087,Reunión programada,El horario de las clases ha sido actualizado.,HAM
1088,Consigue seguidores,Gana un iPhone gratis haciendo clic aquí.,SPAM
1089,Consigue seguidores,Trabaja desde casa y gana $500 diarios.,SPAM
1090,Premio garantizado,Compra ahora y recibe un regalo especial.,SPAM
1091,Agenda de trabajo,Actualización del estado del proyecto adjunta.,HAM
1092,Recordatorio de pago,Se adjunta comprobante de pago realizado.,HAM
1093,Hazte rico,Accede a tu cuenta y reclama tu premio ahora.,SPAM
1094,Tu cuenta fue seleccionada,Trabaja desde casa y gana $500 diarios.,SPAM
1095,Actualización del proyecto,Su factura ya está disponible para su revisión.,HAM
1096,Premio garantizado,Multiplica tu dinero con esta increíble inversión.,SPAM
1097,Trabajo desde casa,Multiplica tu dinero con esta increíble inversión.,SPAM
1098,Agenda de trabajo,Le recordamos su cita médica programada.,HAM
1099,Invitación al evento,Actualización del estado del proyecto adjunta.,HAM
1100,Tu cuenta fue seleccionada,Consigue miles de seguidores en minutos.,SPAM
1101,Consigue seguidores,Multiplica tu dinero con esta increíble inversión.,SPAM
1102,Tu cuenta fue seleccionada,Trabaja desde casa y gana $500 diarios.,SPAM
1103,Trabajo desde casa,Accede a tu cuenta y reclama tu premio ahora.,SPAM
1104,Dinero rápido,Haz clic aquí para reclamar tu recompensa.,SPAM
1105,Resultados del examen,Aquí están los resultados de su último examen.,HAM
1106,Premio garantizado,Accede a tu cuenta y reclama tu premio ahora.,SPAM
1107,Oferta exclusiva,Has sido seleccionado para recibir un premio en efectivo.,SPAM
1108,Compra ahora,Trabaja desde casa y gana $500 diarios.,SPAM
1109,Oferta exclusiva,Haz clic aquí para reclamar tu recompensa.,SPAM
1110,Dinero rápido,Accede a tu cuenta y reclama tu premio ahora.,SPAM
1111,Dinero rápido,Obtén descuentos de hasta el 80% solo hoy.,SPAM
1112,Invitación al evento,Actualización del estado del proyecto adjunta.,HAM
1113,Horario de clases,Adjunto encontrará la agenda de la reunión semanal.,HAM
1114,Tu cuenta fue seleccionada,Trabaja desde casa y gana $500 diarios.,SPAM
1115,Invitación al evento,Aquí están los resultados de su último examen.,HAM
1116,Tu cuenta fue seleccionada,Consigue miles de seguidores en minutos.,SPAM
1117,Consigue seguidores,Obtén descuentos de hasta el 80% solo hoy.,SPAM
1118,Horario de clases,Se adjunta comprobante de pago realizado.,HAM
1119,Horario de clases,El horario de las clases ha sido actualizado.,HAM
1120,Factura disponible,El horario de las clases ha sido actualizado.,HAM
1121,Reunión programada,El horario de las clases ha sido actualizado.,HAM
1122,Factura disponible,Nos vemos mañana en el evento de networking.,HAM
1123,Actualización del proyecto,El horario de las clases ha sido actualizado.,HAM
1124,Resultados del examen,La entrega de su pedido ha sido confirmada.,HAM
1125,Horario de clases,Aquí están los resultados de su último examen.,HAM
1126,Resultados del examen,Su factura ya está disponible para su revisión.,HAM
1127,Dinero rápido,Gana un iPhone gratis haciendo clic aquí.,SPAM
1128,Factura disponible,Nos vemos mañana en el evento de networking.,HAM
1129,Factura disponible,Se adjunta comprobante de pago realizado.,HAM
1130,Tu cuenta fue seleccionada,Multiplica tu dinero con esta increíble inversión.,SPAM
1131,Increíble inversión,Inversión segura con retorno garantizado.,SPAM
1132,Premio garantizado,Gana un iPhone gratis haciendo clic aquí.,SPAM
1133,Agenda de trabajo,La entrega de su pedido ha sido confirmada.,HAM
1134,Consigue seguidores,Trabaja desde casa y gana $500 diarios.,SPAM
1135,Dinero rápido,Compra ahora y recibe un regalo especial.,SPAM
1136,Invitación al evento,Su factura ya está disponible para su revisión.,HAM
1137,Increíble inversión,Has sido seleccionado para recibir un premio en efectivo.,SPAM
1138,Consigue seguidores,Multiplica tu dinero con esta increíble inversión.,SPAM
1139,Cita médica,El horario de las clases ha sido actualizado.,HAM
1140,Hazte rico,Compra ahora y recibe un regalo especial.,SPAM
1141,Hazte rico,Multiplica tu dinero con esta increíble inversión.,SPAM
1142,Factura disponible,Le recordamos su cita médica programada.,HAM
1143,Agenda de trabajo,El horario de las clases ha sido actualizado.,HAM
1144,Factura disponible,Le recordamos su cita médica programada.,HAM
1145,Compra ahora,Accede a tu cuenta y reclama tu premio ahora.,SPAM
1146,Agenda de trabajo,Se adjunta comprobante de pago realizado.,HAM
1147,Tu cuenta fue seleccionada,Consigue miles de seguidores en minutos.,SPAM
1148,Increíble inversión,Has sido seleccionado para recibir un premio en efectivo.,SPAM
1149,Agenda de trabajo,Adjunto encontrará la agenda de la reunión semanal.,HAM
1150,Consigue seguidores,Multiplica tu dinero con esta increíble inversión.,SPAM
1151,Hazte rico,Multiplica tu dinero con esta increíble inversión.,SPAM
1152,Factura disponible,Le recordamos su cita médica programada.,HAM
1153,Increíble inversión,Accede a tu cuenta y reclama tu premio ahora.,SPAM
1154,Agenda de trabajo,La entrega de su pedido ha sido confirmada.,HAM
1155,Tu cuenta fue seleccionada,Multiplica tu dinero con esta increíble inversión.,SPAM
1156,Entrega confirmada,Aquí están los resultados de su último examen.,HAM
1157,Cita médica,Le recordamos su cita médica programada.,HAM
1158,Agenda de trabajo,Gracias por asistir a la capacitación.,HAM
1159,Trabajo desde casa,Accede a tu cuenta y reclama tu premio ahora.,SPAM
1160,Oferta exclusiva,Gana un iPhone gratis haciendo clic aquí.,SPAM
1161,Premio garantizado,Has sido seleccionado para recibir un premio en efectivo.,SPAM
1162,Premio garantizado,Inversión segura con retorno garantizado.,SPAM
1163,Entrega confirmada,El horario de las clases ha sido actualizado.,HAM
1164,Trabajo desde casa,Haz clic aquí para reclamar tu recompensa.,SPAM
1165,Factura disponible,Nos vemos mañana en el evento de networking.,HAM
1166,Tu cuenta fue seleccionada,Accede a tu cuenta y reclama tu premio ahora.,SPAM
1167,Premio garantizado,Gana un iPhone gratis haciendo clic aquí.,SPAM
1168,Entrega confirmada,Aquí están los resultados de su último examen.,HAM
1169,Consigue seguidores,Obtén descuentos de hasta el 80% solo hoy.,SPAM
1170,Cita médica,Le recordamos su cita médica programada.,HAM
1171,Factura disponible,Le recordamos su cita médica programada.,HAM
1172,Invitación al evento,Gracias por asistir a la capacitación.,HAM
1173,Factura disponible,Le recordamos su cita médica programada.,HAM
1174,Entrega confirmada,Le recordamos su cita médica programada.,HAM
1175,Hazte rico,Inversión segura con retorno garantizado.,SPAM
1176,Descuento limitado,Obtén descuentos de hasta el 80% solo hoy.,SPAM
1177,Tu cuenta fue seleccionada,Multiplica tu dinero con esta increíble inversión.,SPAM
1178,Invitación al evento,El horario de las clases ha sido actualizado.,HAM
1179,Entrega confirmada,Actualización del estado del proyecto adjunta.,HAM
1180,Invitación al evento,Se adjunta comprobante de pago realizado.,HAM
1181,Resultados del examen,El horario de las clases ha sido actualizado.,HAM
1182,Tu cuenta fue seleccionada,Haz clic aquí para reclamar tu recompensa.,SPAM
1183,Tu cuenta fue seleccionada,Inversión segura con retorno garantizado.,SPAM
1184,Premio garantizado,Has sido seleccionado para recibir un premio en efectivo.,SPAM
1185,Invitación al evento,Nos vemos mañana en el evento de networking.,HAM
1186,Increíble inversión,Obtén descuentos de hasta el 80% solo hoy.,SPAM
1187,Tu cuenta fue seleccionada,Has sido seleccionado para recibir un premio en efectivo.,SPAM
1188,Premio garantizado,Gana un iPhone gratis haciendo clic aquí.,SPAM
1189,Actualización del proyecto,Se adjunta comprobante de pago realizado.,HAM
1190,Cita médica,El horario de las clases ha sido actualizado.,HAM
1191,Agenda de trabajo,El horario de las clases ha sido actualizado.,HAM
1192,Reunión programada,Adjunto encontrará la agenda de la reunión semanal.,HAM
1193,Trabajo desde casa,Multiplica tu dinero con esta increíble inversión.,SPAM
1194,Premio garantizado,Accede a tu cuenta y reclama tu premio ahora.,SPAM
1195,Factura disponible,La entrega de su pedido ha sido confirmada.,HAM
1196,Agenda de trabajo,Le recordamos su cita médica programada.,HAM
1197,Premio garantizado,Inversión segura con retorno garantizado.,SPAM
1198,Consigue seguidores,Accede a tu cuenta y reclama tu premio ahora.,SPAM
1199,Reunión programada,La entrega de su pedido ha sido confirmada.,HAM
1200,Entrega confirmada,Nos vemos mañana en el evento de networking.,HAM
1201,Recordatorio de pago,La entrega de su pedido ha sido confirmada.,HAM
1202,Dinero rápido,Obtén descuentos de hasta el 80% solo hoy.,SPAM
1203,Descuento limitado,Multiplica tu dinero con esta increíble inversión.,SPAM
1204,Cita médica,Se adjunta comprobante de pago realizado.,HAM
1205,Premio garantizado,Obtén descuentos de hasta el 80% solo hoy.,SPAM
1206,Resultados del examen,Se adjunta comprobante de pago realizado.,HAM
1207,Compra ahora,Inversión segura con retorno garantizado.,SPAM
1208,Dinero rápido,Has sido seleccionado para recibir un premio en efectivo.,SPAM
1209,Dinero rápido,Multiplica tu dinero con esta increíble inversión.,SPAM
1210,Horario de clases,El horario de las clases ha sido actualizado.,HAM
1211,Consigue seguidores,Haz clic aquí para reclamar tu recompensa.,SPAM
1212,Trabajo desde casa,Compra ahora y recibe un regalo especial.,SPAM
1213,Invitación al evento,Se adjunta comprobante de pago realizado.,HAM
1214,Hazte rico,Haz clic aquí para reclamar tu recompensa.,SPAM
1215,Oferta exclusiva,Consigue miles de seguidores en minutos.,SPAM
1216,Entrega confirmada,Nos vemos mañana en el evento de networking.,HAM
1217,Resultados del examen,Nos vemos mañana en el evento de networking.,HAM
1218,Recordatorio de pago,Su factura ya está disponible para su revisión.,HAM
1219,Compra ahora,Compra ahora y recibe un regalo especial.,SPAM
1220,Premio garantizado,Trabaja desde casa y gana $500 diarios.,SPAM
1221,Dinero rápido,Inversión segura con retorno garantizado.,SPAM
1222,Tu cuenta fue seleccionada,Compra ahora y recibe un regalo especial.,SPAM
1223,Invitación al evento,Actualización del estado del proyecto adjunta.,HAM
1224,Cita médica,Su factura ya está disponible para su revisión.,HAM
1225,Factura disponible,Aquí están los resultados de su último examen.,HAM
1226,Cita médica,Nos vemos mañana en el evento de networking.,HAM
1227,Actualización del proyecto,El horario de las clases ha sido actualizado.,HAM
